NM1:cdb X,NM1:cdb Y,NM1:cgd X,NM1:cgd Y,NM1:csb X,NM1:csb Y,NM1:id X,NM1:id Y,NM1:cgs X,NM1:cgs Y,NM1:gm X,NM1:gm Y,NM1:gds X,NM1:gds Y,NM1:self_gain X,NM1:self_gain Y,NM1:gmoverid X,NM1:gmoverid Y,NM1:vdsat X,NM1:vdsat Y,NM1:vth X,NM1:vth Y,NM1:vds X,NM1:vds Y,NM1:vgs X,NM1:vgs Y,NM1:cgd X,NM1:cgd Y
0.4080000000000003,-1.055739943347537e-15,0.4080000000000003,-4.783182216220744e-16,0.4080000000000003,-1.525829682089198e-15,0.4080000000000003,1.627009505698071e-07,0.4080000000000003,-1.315926253037754e-15,0.4080000000000003,3.794636799149363e-06,0.4080000000000003,4.953695040329686e-08,0.4080000000000003,76.60214785641745,0.4080000000000003,23.32276969515021,0.4080000000000003,0.05192080060687271,0.4080000000000003,0.5207519285322714,0.4080000000000003,0.7,0.4080000000000003,0.4080000000000003,0.4080000000000003,-4.783182216220744e-16
0.4160000000000003,-1.055753958292912e-15,0.4160000000000003,-4.80771635360117e-16,0.4160000000000003,-1.533310861506651e-15,0.4160000000000003,1.958946890712576e-07,0.4160000000000003,-1.34152346109006e-15,0.4160000000000003,4.523770917346865e-06,0.4160000000000003,5.918510120022159e-08,0.4160000000000003,76.43428541320003,0.4160000000000003,23.09287168000705,0.4160000000000003,0.05269046766040176,0.4160000000000003,0.5207519285322714,0.4160000000000003,0.7,0.4160000000000003,0.4160000000000003,0.4160000000000003,-4.80771635360117e-16
0.4240000000000003,-1.055768397804641e-15,0.4240000000000003,-4.83273276228126e-16,0.4240000000000003,-1.540797599573824e-15,0.4240000000000003,2.354249513202938e-07,0.4240000000000003,-1.367266728722175e-15,0.4240000000000003,5.381950199663227e-06,0.4240000000000003,7.055498028305687e-08,0.4240000000000003,76.28023107754525,0.4240000000000003,22.86057688299137,0.4240000000000003,0.05358113161436537,0.4240000000000003,0.5207519285322714,0.4240000000000003,0.7,0.4240000000000003,0.4240000000000003,0.4240000000000003,-4.83273276228126e-16
0.4320000000000003,-1.055783262535111e-15,0.4320000000000003,-4.858236615597139e-16,0.4320000000000003,-1.548273517283798e-15,0.4320000000000003,2.824032101363279e-07,0.4320000000000003,-1.393101315610174e-15,0.4320000000000003,6.389333439524709e-06,0.4320000000000003,8.391666120479936e-08,0.4320000000000003,76.13903303339826,0.4320000000000003,22.62486122805552,0.4320000000000003,0.0546061281058414,0.4320000000000003,0.5207519285322714,0.4320000000000003,0.7,0.4320000000000003,0.4320000000000003,0.4320000000000003,-4.858236615597139e-16
0.4400000000000003,-1.055798553002659e-15,0.4400000000000003,-4.884231792556001e-16,0.4400000000000003,-1.55572231229026e-15,0.4400000000000003,3.381111989921985e-07,0.4400000000000003,-1.418971816975283e-15,0.4400000000000003,7.568319059721775e-06,0.4400000000000003,9.957223257482619e-08,0.4400000000000003,76.00832947111397,0.4400000000000003,22.3841123347758,0.4400000000000003,0.05577899426892308,0.4400000000000003,0.5207519285322714,0.4400000000000003,0.7,0.4400000000000003,0.4400000000000003,0.4400000000000003,-4.884231792556001e-16
0.4480000000000003,-1.055814269688325e-15,0.4480000000000003,-4.910720679601709e-16,0.4480000000000003,-1.563127903730688e-15,0.4480000000000003,4.040184151441479e-07,0.4480000000000003,-1.444822667990858e-15,0.4480000000000003,8.943418022222639e-06,0.4480000000000003,1.178560370671202e-07,0.4480000000000003,75.88425883630612,0.4480000000000003,22.13616431121155,0.4480000000000003,0.05711319892150272,0.4480000000000003,0.5207519285322714,0.4480000000000003,0.7,0.4480000000000003,0.4480000000000003,0.4480000000000003,-4.910720679601709e-16
0.4560000000000003,-1.05583041313722e-15,0.4560000000000003,-4.937703961877441e-16,0.4560000000000003,-1.57047457321945e-15,0.4560000000000003,4.817979823651217e-07,0.4560000000000003,-1.470598648245317e-15,0.4560000000000003,1.054096558017547e-05,0.4560000000000003,1.391335814666344e-07,0.4560000000000003,75.76147662599558,0.4560000000000003,21.87839294924401,0.4560000000000003,0.05862184098926857,0.4560000000000003,0.5207519285322714,0.4560000000000003,0.7,0.4560000000000003,0.4560000000000003,0.4560000000000003,-4.937703961877441e-16
0.4640000000000004,-1.055846984062929e-15,0.4640000000000004,-4.965180405544105e-16,0.4640000000000004,-1.577747099379899e-15,0.4640000000000004,5.733394661387041e-07,0.4640000000000004,-1.496245376649974e-15,0.4640000000000004,1.238864394877438e-05,0.4640000000000004,1.637988289432921e-07,0.4640000000000004,75.63328766570966,0.4640000000000004,21.60786877688424,0.4640000000000004,0.06031732677580164,0.4640000000000004,0.5207519285322714,0.4640000000000004,0.7,0.4640000000000004,0.4640000000000004,0.4640000000000004,-4.965180405544105e-16
0.4720000000000004,-1.055863983453386e-15,0.4720000000000004,-4.993146633147066e-16,0.4720000000000004,-1.584930883485287e-15,0.4720000000000004,6.807570558701393e-07,0.4720000000000004,-1.52170978754044e-15,0.4720000000000004,1.451480023490995e-05,0.4720000000000004,1.922696665461222e-07,0.4720000000000004,75.49188853161141,0.4720000000000004,21.32155680195589,0.4720000000000004,0.06221103928406176,0.4720000000000004,0.5207519285322714,0.4720000000000004,0.7,0.4720000000000004,0.4720000000000004,0.4720000000000004,-4.993146633147066e-16
0.4800000000000004,-1.055881412676654e-15,0.4800000000000004,-5.021596894510331e-16,0.4800000000000004,-1.592012064053457e-15,0.4800000000000004,8.063914717821937e-07,0.4800000000000004,-1.546940579375452e-15,0.4800000000000004,1.694756191477574e-05,0.4800000000000004,2.249814712615388e-07,0.4800000000000004,75.32870071364393,0.4800000000000004,21.01654408308091,0.4800000000000004,0.06431301461958898,0.4800000000000004,0.5207519285322714,0.4800000000000004,0.7,0.4800000000000004,0.4800000000000004,0.4800000000000004,-5.021596894510331e-16
0.4880000000000004,-1.055899273585125e-15,0.4880000000000004,-5.050522836176991e-16,0.4880000000000004,-1.598977618576602e-15,0.4880000000000004,9.528040593175184e-07,0.4880000000000004,-1.571888628353482e-15,0.4880000000000004,1.971377437052603e-05,0.4880000000000004,2.623788683850485e-07,0.4880000000000004,75.13476406032632,0.4880000000000004,20.69027118209339,0.4880000000000004,0.06663164130508936,0.4880000000000004,0.5207519285322714,0.4880000000000004,0.7,0.4880000000000004,0.4880000000000004,0.4880000000000004,-5.050522836176991e-16
0.4960000000000004,-1.055917568616781e-15,0.4960000000000004,-5.079913273004118e-16,0.4960000000000004,-1.605815450949472e-15,0.4960000000000004,1.122761825735374e-06,0.4960000000000004,-1.596507360399301e-15,0.4960000000000004,2.283780894220531e-05,0.4960000000000004,3.049059687340729e-07,0.4960000000000004,74.90115407390913,0.4960000000000004,20.34074228289468,0.4960000000000004,0.06917339795214847,0.4960000000000004,0.5207519285322714,0.4960000000000004,0.7,0.4960000000000004,0.4960000000000004,0.4960000000000004,-5.079913273004118e-16
0.5040000000000003,-1.055936300892295e-15,0.5040000000000003,-5.109753966151299e-16,0.5040000000000003,-1.612514463570062e-15,0.5040000000000003,1.319212652796532e-06,0.5040000000000003,-1.620753076265539e-15,0.5040000000000003,2.634031223222785e-05,0.5040000000000003,3.529955614084203e-07,0.5040000000000003,74.61938650767276,0.5040000000000003,19.96669162969127,0.5040000000000003,0.07194264313500492,0.5040000000000003,0.5207519285322714,0.5040000000000003,0.7,0.5040000000000003,0.5040000000000003,0.5040000000000003,-5.109753966151299e-16
0.5120000000000003,-1.055955474306942e-15,0.5120000000000003,-5.140027412360351e-16,0.5120000000000003,-1.619064613508501e-15,0.5120000000000003,1.545250557918436e-06,0.5120000000000003,-1.644585225888696e-15,0.5120000000000003,3.023698434287598e-05,0.5120000000000003,4.070578980174974e-07,0.5120000000000003,74.28177782605324,0.5120000000000003,19.56769029337994,0.5120000000000003,0.07494146859420783,0.5120000000000003,0.5207519285322714,0.5120000000000003,0.7,0.5120000000000003,0.5120000000000003,0.5120000000000003,-5.140027412360351e-16
0.5200000000000004,-1.055975093616499e-15,0.5200000000000004,-5.170712650087612e-16,0.5200000000000004,-1.625456952555639e-15,0.5200000000000004,1.804071617680733e-06,0.5200000000000004,-1.667966629574519e-15,0.5200000000000004,3.453748207508716e-05,0.5200000000000004,4.67469805971179e-07,0.5200000000000004,73.88173874317887,0.5200000000000004,19.14418570568116,0.5200000000000004,0.07816962328991434,0.5200000000000004,0.5207519285322714,0.5200000000000004,0.7,0.5200000000000004,0.5200000000000004,0.5200000000000004,-5.170712650087612e-16
0.5280000000000004,-1.0559951645165e-15,0.5280000000000004,-5.201785088689452e-16,0.5280000000000004,-1.631683651357168e-15,0.5280000000000004,2.098921933761912e-06,0.5280000000000004,-1.690863645005972e-15,0.5280000000000004,3.924454072419222e-05,0.5280000000000004,5.345648931431217e-07,0.5280000000000004,73.41398813798475,0.5280000000000004,18.69747516240018,0.5280000000000004,0.0816245116485305,0.5280000000000004,0.5207519285322714,0.5280000000000004,0.7,0.5280000000000004,0.5280000000000004,0.5280000000000004,-5.201785088689452e-16
0.5360000000000004,-1.056015693714474e-15,0.5360000000000004,-5.23321636743698e-16,0.5360000000000004,-1.637738008198704e-15,0.5360000000000004,2.433039723093838e-06,0.5360000000000004,-1.713246280415185e-15,0.5360000000000004,4.435339445913524e-05,0.5360000000000004,6.086255458725718e-07,0.5360000000000004,72.8746842125183,0.5360000000000004,18.22962199847292,0.5360000000000004,0.08530126498221362,0.5360000000000004,0.5207519285322714,0.5360000000000004,0.7,0.5360000000000004,0.5360000000000004,0.5360000000000004,-5.23321636743698e-16
0.5440000000000004,-1.056036688994957e-15,0.5440000000000004,-5.264974251599335e-16,0.5440000000000004,-1.643614443321688e-15,0.5440000000000004,2.809594165215232e-06,0.5440000000000004,-1.735088255494003e-15,0.5440000000000004,4.985155167646739e-05,0.5440000000000004,6.898772821380303e-07,0.5440000000000004,72.26147746447043,0.5440000000000004,17.74332830477654,0.5440000000000004,0.0891928808983834,0.5440000000000004,0.5207519285322714,0.5440000000000004,0.7,0.5440000000000004,0.5440000000000004,0.5440000000000004,-5.264974251599335e-16
0.5520000000000004,-1.056058159277311e-15,0.5520000000000004,-5.297022573130362e-16,0.5520000000000004,-1.649308479911611e-15,0.5520000000000004,3.231623971787847e-06,0.5520000000000004,-1.756367012700228e-15,0.5520000000000004,5.571895113288918e-05,0.5520000000000004,7.784858197138297e-07,0.5520000000000004,71.5734952672245,0.5520000000000004,17.24178048542908,0.5520000000000004,0.09329042190856561,0.5520000000000004,0.5207519285322714,0.5520000000000004,0.7,0.5520000000000004,0.5520000000000004,0.5520000000000004,-5.297022573130362e-16
0.5600000000000004,-1.056080114666541e-15,0.5600000000000004,-5.329321223559677e-16,0.5600000000000004,-1.654816713104652e-15,0.5600000000000004,3.701978715858558e-06,0.5600000000000004,-1.777063682523584e-15,0.5600000000000004,6.19284911491388e-05,0.5600000000000004,8.745569824465895e-07,0.5600000000000004,70.81127061142737,0.5600000000000004,16.72848384675275,0.5600000000000004,0.0975832616692705,0.5600000000000004,0.5207519285322714,0.5600000000000004,0.7,0.5600000000000004,0.5600000000000004,0.5600000000000004,-5.329321223559677e-16
0.5680000000000004,-1.056102566497487e-15,0.5680000000000004,-5.361826206462172e-16,0.5680000000000004,-1.660136768504983e-15,0.5680000000000004,4.223265766117138e-06,0.5680000000000004,-1.797163006992008e-15,0.5680000000000004,6.844689217793465e-05,0.5680000000000004,9.781393279528685e-07,0.5680000000000004,69.97662830016867,0.5680000000000004,16.20710037412216,0.5680000000000004,0.1020593655152529,0.5680000000000004,0.5207519285322714,0.5680000000000004,0.7,0.5680000000000004,0.5680000000000004,0.5680000000000004,-5.361826206462172e-16
0.5760000000000004,-1.056125527372871e-15,0.5760000000000004,-5.394489756299675e-16,0.5760000000000004,-1.665267251793935e-15,0.5760000000000004,4.797805242789248e-06,0.5760000000000004,-1.816653226220574e-15,0.5760000000000004,7.523582654569577e-05,0.5760000000000004,1.089229167115873e-06,0.5760000000000004,69.07254122188972,0.5760000000000004,15.68130066531683,0.5760000000000004,0.1067055912361829,0.5760000000000004,0.5207519285322714,0.5760000000000004,0.7,0.5760000000000004,0.5760000000000004,0.5760000000000004,-5.394489756299675e-16
0.5840000000000004,-1.056149011195837e-15,0.5840000000000004,-5.427260529442813e-16,0.5840000000000004,-1.670207691047587e-15,0.5840000000000004,5.427594803661385e-06,0.5840000000000004,-1.835525933136554e-15,0.5840000000000004,8.22532311317095e-05,0.5840000000000004,1.207777483438671e-06,0.5840000000000004,68.10296785590489,0.5840000000000004,15.15463738677295,0.5840000000000004,0.1115079963498793,0.5840000000000004,0.5207519285322714,0.5840000000000004,0.7,0.5840000000000004,0.5840000000000004,0.5840000000000004,-5.427260529442813e-16
0.5920000000000004,-1.056173033197663e-15,0.5920000000000004,-5.46008387175499e-16,0.5920000000000004,-1.67495847336651e-15,0.5920000000000004,6.114285355390497e-06,0.5920000000000004,-1.85377590166651e-15,0.5920000000000004,8.94547105816766e-05,0.5920000000000004,1.333698162634267e-06,0.5920000000000004,67.07268037693721,0.5920000000000004,14.63044417822588,0.5920000000000004,0.1164521392956308,0.5920000000000004,0.5207519285322714,0.5920000000000004,0.7,0.5920000000000004,0.5920000000000004,0.5920000000000004,-5.46008387175499e-16
0.6000000000000004,-1.056197609961425e-15,0.6000000000000004,-5.492902165242207e-16,0.6000000000000004,-1.679520777366842e-15,0.6000000000000004,6.859168046322541e-06,0.6000000000000004,-1.871400893662563e-15,0.6000000000000004,9.679494026160918e-05,0.6000000000000004,1.466876913123036e-06,0.6000000000000004,65.9870909383454,0.6000000000000004,14.1117610194153,0.6000000000000004,0.1215233638026577,0.6000000000000004,0.5207519285322714,0.6000000000000004,0.7,0.6000000000000004,0.6000000000000004,0.6000000000000004,-5.492902165242207e-16
0.6080000000000004,-1.056222759442394e-15,0.6080000000000004,-5.525655253961735e-16,0.6080000000000004,-1.683896502993071e-15,0.6080000000000004,7.663172205785651e-06,0.6080000000000004,-1.888401449696734e-15,0.6080000000000004,0.0001042289881185171,0.6080000000000004,1.607180290013881e-06,0.6080000000000004,64.85208210064407,0.6080000000000004,13.60128486215217,0.6080000000000004,0.1267070579425375,0.6080000000000004,0.5207519285322714,0.6080000000000004,0.7,0.6080000000000004,0.6080000000000004,0.6080000000000004,-5.525655253961735e-16
0.6160000000000004,-1.056248500985986e-15,0.6160000000000004,-5.558280946695508e-16,0.6160000000000004,-1.688088199997423e-15,0.6160000000000004,8.526873309183561e-06,0.6160000000000004,-1.904780668588451e-15,0.6160000000000004,0.0001117134906081587,0.6160000000000004,1.754464315236875e-06,0.6160000000000004,63.67384599274448,0.6160000000000004,13.10134284368204,0.6160000000000004,0.1319888818111884,0.6160000000000004,0.5207519285322714,0.6160000000000004,0.7,0.6160000000000004,0.6160000000000004,0.6160000000000004,-5.558280946695508e-16
0.6240000000000004,-1.056274855344076e-15,0.6240000000000004,-5.590715590926743e-16,0.6240000000000004,-1.692098996296025e-15,0.6240000000000004,9.450509605701592e-06,0.6240000000000004,-1.920543980176116e-15,0.6240000000000004,0.0001192076371730972,0.6240000000000004,1.908582297605395e-06,0.6240000000000004,62.45873563988369,0.6240000000000004,12.61388455721701,0.6240000000000004,0.1373549601916194,0.6240000000000004,0.5207519285322714,0.6240000000000004,0.7,0.6240000000000004,0.6240000000000004,0.6240000000000004,-5.590715590926743e-16
0.6320000000000005,-1.056301844690464e-15,0.6320000000000005,-5.622894709545998e-16,0.6320000000000005,-1.695932527265254e-15,0.6320000000000005,1.043400576199096e-05,0.6320000000000005,-1.935698915423143e-15,0.6320000000000005,0.0001266739377889258,0.6320000000000005,2.069391581098067e-06,0.6320000000000005,61.21313092503725,0.6320000000000005,12.14048953762933,0.6320000000000005,0.1427920387522797,0.6320000000000005,0.5207519285322714,0.6320000000000005,0.7,0.6320000000000005,0.6320000000000005,0.6320000000000005,-5.622894709545998e-16
0.6400000000000005,-1.056329492636248e-15,0.6400000000000005,-5.654753688625733e-16,0.6400000000000005,-1.69959286688902e-15,0.6400000000000005,1.14770017474008e-05,0.6400000000000005,-1.950254877485431e-15,0.6400000000000005,0.0001340787666681741,0.6400000000000005,2.236759072115432e-06,0.6400000000000005,59.94332082505785,0.6400000000000005,11.68238618580198,0.6400000000000005,0.1482876042185053,0.6400000000000005,0.5207519285322714,0.6400000000000005,0.7,0.6400000000000005,0.6400000000000005,0.6400000000000005,-5.654753688625733e-16
0.6480000000000005,-1.056357824245824e-15,0.6480000000000005,-5.68622850173462e-16,0.6480000000000005,-1.703084461514901e-15,0.6480000000000005,1.257888519587285e-05,0.6480000000000005,-1.964222916881376e-15,0.6480000000000005,0.0001413926907898312,0.6480000000000005,2.410565505232167e-06,0.6480000000000005,58.65540284341426,0.6480000000000005,11.24047867423938,0.6480000000000005,0.153829970450007,0.6480000000000005,0.5207519285322714,0.6480000000000005,0.7,0.6480000000000005,0.6480000000000005,0.6480000000000005,-5.68622850173462e-16
0.6560000000000005,-1.05638686605419e-15,0.6560000000000005,-5.717256453819082e-16,0.6560000000000005,-1.706412066828465e-15,0.6560000000000005,1.37388255987535e-05,0.6560000000000005,-1.977615513415407e-15,0.6560000000000005,0.0001485906036721297,0.6560000000000005,2.590708494794447e-06,0.6560000000000005,57.35519992723814,0.6560000000000005,10.81537884036398,0.6560000000000005,0.1594083334464691,0.6560000000000005,0.5207519285322714,0.6560000000000005,0.7,0.6560000000000005,0.6560000000000005,0.6560000000000005,-5.717256453819082e-16
0.6640000000000005,-1.056416646086158e-15,0.6640000000000005,-5.747776925856447e-16,0.6640000000000005,-1.709580688514477e-15,0.6640000000000005,1.495580887966302e-05,0.6640000000000005,-1.990446367026592e-15,0.6640000000000005,0.0001556516925181243,0.6640000000000005,2.77710448354944e-06,0.6640000000000005,56.04819459986058,0.6640000000000005,10.40744059853942,0.6640000000000005,0.1650127990042819,0.6640000000000005,0.5207519285322714,0.6640000000000005,0.7,0.6640000000000005,0.6640000000000005,0.6640000000000005,-5.747776925856447e-16
0.6720000000000005,-1.056447193878051e-15,0.6720000000000005,-5.777732100450902e-16,0.6720000000000005,-1.712595526943661e-15,0.6720000000000005,1.622867114573483e-05,0.6720000000000005,-2.002730199277118e-15,0.6720000000000005,0.0001625592708139425,0.6720000000000005,2.969689739693924e-06,0.6720000000000005,54.73947956283708,0.6720000000000005,10.01679492758344,0.6720000000000005,0.170634387104733,0.6720000000000005,0.5207519285322714,0.6720000000000005,0.7,0.6720000000000005,0.6720000000000005,0.6720000000000005,-5.777732100450902e-16
0.6800000000000005,-1.056478540502385e-15,0.6800000000000005,-5.807067648422743e-16,0.6800000000000005,-1.715461926106179e-15,0.6800000000000005,1.755613067113437e-05,0.6800000000000005,-2.014482566770438e-15,0.6800000000000005,0.0001693005092408423,0.6800000000000005,3.168420573020105e-06,0.6800000000000005,53.43372362952018,0.6800000000000005,9.6433839786392,0.6800000000000005,0.1762650171871301,0.6800000000000005,0.5207519285322714,0.6800000000000005,0.7,0.6800000000000005,0.6800000000000005,0.6800000000000005,-5.807067648422743e-16
0.6880000000000005,-1.056510718596013e-15,0.6880000000000005,-5.835733357293486e-16,0.6880000000000005,-1.718185326908991e-15,0.6880000000000005,1.893681742637467e-05,0.6880000000000005,-2.025719687401878e-15,0.6880000000000005,0.0001758660961217232,0.6880000000000005,3.373272943282592e-06,0.6880000000000005,52.13515155123639,0.6880000000000005,9.286993276750424,0.6880000000000005,0.1818974783145477,0.6880000000000005,0.5207519285322714,0.6880000000000005,0.7,0.6880000000000005,0.6880000000000005,0.6880000000000005,-5.835733357293486e-16
0.6960000000000005,-1.056543762392128e-15,0.6960000000000005,-5.863683684382037e-16,0.6960000000000005,-1.720771224864297e-15,0.6960000000000005,2.036929970431582e-05,0.6960000000000005,-2.036458279999293e-15,0.6960000000000005,0.0001822498553313123,0.6960000000000005,3.584241624030026e-06,0.6960000000000005,50.84753608948813,0.6960000000000005,8.947281348742862,0.6960000000000005,0.1875253879388889,0.6960000000000005,0.5207519285322714,0.6960000000000005,0.7,0.6960000000000005,0.6960000000000005,0.6960000000000005,-5.863683684382037e-16
0.7040000000000005,-1.056577707756501e-15,0.7040000000000005,-5.890878219912909e-16,0.7040000000000005,-1.723225132120187e-15,0.7040000000000005,2.185210760053944e-05,0.7040000000000005,-2.046715417609883e-15,0.7040000000000005,0.0001884483453588673,0.7040000000000005,3.801339067257824e-06,0.7040000000000005,49.57420057106574,0.7040000000000005,8.623806399080653,0.7040000000000005,0.1931431425726622,0.7040000000000005,0.5207519285322714,0.7040000000000005,0.7,0.7040000000000005,0.7040000000000005,0.7040000000000005,-5.890878219912909e-16
0.7120000000000005,-1.056612592228276e-15,0.7120000000000005,-5.917282048939798e-16,0.7120000000000005,-1.725552543721974e-15,0.7120000000000005,2.338375327685949e-05,0.7120000000000005,-2.056508394431349e-15,0.7120000000000005,0.0001944604586029812,0.7120000000000005,4.024594092066689e-06,0.7120000000000005,48.31803013036846,0.7120000000000005,8.31604987876263,0.7120000000000005,0.198745863225282,0.7120000000000005,0.5207519285322714,0.7120000000000005,0.7,0.7120000000000005,0.7120000000000005,0.7120000000000005,-5.917282048939798e-16
0.7200000000000005,-1.056648455065637e-15,0.7200000000000005,-5.942866004794155e-16,0.7200000000000005,-1.727758907942534e-15,0.7200000000000005,2.496274807097055e-05,0.7200000000000005,-2.065854606170165e-15,0.7200000000000005,0.0002002870354374001,0.7200000000000005,4.254050496985125e-06,0.7200000000000005,47.08148988342872,0.7200000000000005,8.02343695766314,0.7200000000000005,0.2043293379992769,0.7200000000000005,0.5207519285322714,0.7200000000000005,0.7,0.7200000000000005,0.7200000000000005,0.7200000000000005,-5.942866004794155e-16
0.7280000000000005,-1.056685337296581e-15,0.7280000000000005,-5.967606810930008e-16,0.7280000000000005,-1.729849600481439e-15,0.7280000000000005,2.658761661446926e-05,0.7280000000000005,-2.074771443434192e-15,0.7280000000000005,0.0002059305034124763,0.7280000000000005,4.489765672841316e-06,0.7280000000000005,45.86664837725364,0.7280000000000005,7.745354026974494,0.7280000000000005,0.2098899637940966,0.7280000000000005,0.5207519285322714,0.7280000000000005,0.7,0.7280000000000005,0.7280000000000005,0.7280000000000005,-5.967606810930008e-16
0.7360000000000005,-1.056723281775078e-15,0.7360000000000005,-5.99148711219247e-16,0.7360000000000005,-1.731829902304384e-15,0.7360000000000005,2.825690818943072e-05,0.7360000000000005,-2.083276197628417e-15,0.7360000000000005,0.0002113945483247443,0.7360000000000005,4.731809272413797e-06,0.7360000000000005,44.67520480108181,0.7360000000000005,7.481163434712579,0.7360000000000005,0.215424688650919,0.7360000000000005,0.5207519285322714,0.7360000000000005,0.7,0.7360000000000005,0.7360000000000005,0.7360000000000005,-5.99148711219247e-16
0.7440000000000005,-1.0567623332428e-15,0.7440000000000005,-6.014495400438543e-16,0.7440000000000005,-1.733704980875297e-15,0.7440000000000005,2.996920559507835e-05,0.7440000000000005,-2.091385978717481e-15,0.7440000000000005,0.0002166838208753026,0.7440000000000005,4.980261975294386e-06,0.7440000000000005,43.50851861813841,0.7440000000000005,7.230215702178659,0.7440000000000005,0.2209309559019418,0.7440000000000005,0.5207519285322714,0.7440000000000005,0.7,0.7440000000000005,0.7440000000000005,0.7440000000000005,-6.014495400438543e-16
0.7520000000000006,-1.056802538396683e-15,0.7520000000000006,-6.036625842869076e-16,0.7520000000000006,-1.735479874522208e-15,0.7520000000000006,3.172313181588381e-05,0.7520000000000006,-2.09911764414333e-15,0.7520000000000006,0.0002218036802527944,0.7520000000000006,5.235214371736743e-06,0.7520000000000006,42.3676404638255,0.7520000000000006,6.991859490423599,0.7520000000000006,0.2264066509675442,0.7520000000000006,0.5207519285322714,0.7520000000000006,0.7,0.7520000000000006,0.7520000000000006,0.7520000000000006,-6.036625842869076e-16
0.7600000000000006,-1.056843945962471e-15,0.7600000000000006,-6.057878024224233e-16,0.7600000000000006,-1.737159479673348e-15,0.7600000000000006,3.351735478554583e-05,0.7600000000000006,-2.106487738136683e-15,0.7600000000000006,0.0002267599741776155,0.7600000000000006,5.496765977684932e-06,0.7600000000000006,41.25334334737673,0.7600000000000006,6.765449589579617,0.7600000000000006,0.2318500513751061,0.7600000000000006,0.5207519285322714,0.7600000000000006,0.7,0.7600000000000006,0.7600000000000006,0.7600000000000006,-6.057878024224233e-16
0.7680000000000006,-1.05688660677448e-15,0.7680000000000006,-6.078256616045563e-16,0.7680000000000006,-1.738748540700746e-15,0.7680000000000006,3.535059053213854e-05,0.7680000000000006,-2.113512440633666e-15,0.7680000000000006,0.0002315588536612933,0.7680000000000006,5.765024384416971e-06,0.7680000000000006,40.16615337954227,0.7680000000000006,6.550353195679231,0.7680000000000006,0.237259780352197,0.7680000000000006,0.5207519285322714,0.7680000000000006,0.7,0.7680000000000006,0.7680000000000006,0.7680000000000006,-6.078256616045563e-16
0.7760000000000006,-1.056930573861772e-15,0.7760000000000006,-6.097770987473267e-16,0.7760000000000006,-1.740251642113932e-15,0.7760000000000006,3.722160497210655e-05,0.7760000000000006,-2.120207524999923e-15,0.7760000000000006,0.0002362066198867975,0.7760000000000006,6.040104539927033e-06,0.7760000000000006,39.10637942197785,0.7760000000000006,6.345954723442338,0.7760000000000006,0.2426347641701488,0.7760000000000006,0.5207519285322714,0.7760000000000006,0.7,0.7760000000000006,0.7760000000000006,0.7760000000000006,-6.097770987473267e-16
0.7840000000000006,-1.056975902540932e-15,0.7840000000000006,-6.116434772543819e-16,0.7840000000000006,-1.741673202855088e-15,0.7840000000000006,3.912921459783853e-05,0.7840000000000006,-2.12658832377085e-15,0.7840000000000006,0.0002407096001178165,0.7840000000000006,6.322128154889427e-06,0.7840000000000006,38.07414121013282,0.7840000000000006,6.151659382684327,0.7840000000000006,0.2479741932767306,0.7840000000000006,0.5207519285322714,0.7840000000000006,0.7,0.7840000000000006,0.7840000000000006,0.7840000000000006,-6.116434772543819e-16
0.7920000000000006,-1.057022650515675e-15,0.7920000000000006,-6.134265408747805e-16,0.7920000000000006,-1.743017472458425e-15,0.7920000000000006,4.107228627776971e-05,0.7920000000000006,-2.132669701635037e-15,0.7920000000000006,0.0002450740493187684,0.7920000000000006,6.611223223391844e-06,0.7920000000000006,37.06939563795802,0.7920000000000006,5.966895722857734,0.7920000000000006,0.2532774871531849,0.7920000000000006,0.5207519285322714,0.7920000000000006,0.7,0.7920000000000006,0.7920000000000006,0.7920000000000006,-6.134265408747805e-16
0.8,-1.05707087798349e-15,0.8,-6.151283660804677e-16,0.8,-1.744288528849844e-15,0.8,4.304973636121429e-05,0.8,-2.138466034915889e-15,0.8,0.0002493060741424206,0.8,6.907523647216787e-06,0.8,36.09196100875779,0.8,5.791117326494849,0.8,0.2585442627558666,0.8,0.5207519285322714,0.8,0.7,0.8,0.8,0.8,-6.151283660804677e-16
