PM0:vgs X,PM0:vgs Y,PM0:vds X,PM0:vds Y,PM0:vth X,PM0:vth Y,PM0:vdsat X,PM0:vdsat Y,PM0:gmoverid X,PM0:gmoverid Y,PM0:self_gain X,PM0:self_gain Y,PM0:gm X,PM0:gm Y,PM0:cgs X,PM0:cgs Y,PM0:id X,PM0:id Y,PM0:csb X,PM0:csb Y,PM0:cgd X,PM0:cgd Y,PM0:cdb X,PM0:cdb Y,PM0:gds X,PM0:gds Y
0.4080000000000003,-0.4080000000000004,0.4080000000000003,-0.2,0.4080000000000003,-0.253895118075244,0.4080000000000003,-0.1494133140068862,0.4080000000000003,10.71596103300381,0.4080000000000003,32.74543201451099,0.4080000000000003,8.275045208582238e-05,0.4080000000000003,-1.110139069233021e-13,0.4080000000000003,-7.722168066053675e-06,0.4080000000000003,-2.785798800778866e-14,0.4080000000000003,-4.311624471513351e-15,0.4080000000000003,-8.645009205589262e-15,0.4080000000000003,2.527083840248371e-06
0.4160000000000003,-0.4160000000000004,0.4160000000000003,-0.2,0.4160000000000003,-0.253895118075244,0.4160000000000003,-0.1553534135031421,0.4160000000000003,10.26263504937121,0.4160000000000003,27.63859277697702,0.4160000000000003,8.618577195877758e-05,0.4160000000000003,-1.119088279497346e-13,0.4160000000000003,-8.398015864781241e-06,0.4160000000000003,-2.796531333630508e-14,0.4160000000000003,-4.45350597391298e-15,0.4160000000000003,-8.691867954017342e-15,0.4160000000000003,3.118312594792106e-06
0.4240000000000003,-0.4240000000000004,0.4240000000000003,-0.2,0.4240000000000003,-0.253895118075244,0.4240000000000003,-0.1613426620256497,0.4240000000000003,9.829083633888194,0.4240000000000003,23.28817754390284,0.4240000000000003,8.945134269897087e-05,0.4240000000000003,-1.127197428142191e-13,0.4240000000000003,-9.100679781669e-06,0.4240000000000003,-2.805916806648466e-14,0.4240000000000003,-4.608970954088901e-15,0.4240000000000003,-8.741898284604665e-15,0.4240000000000003,3.841062381559798e-06
0.4320000000000003,-0.4320000000000004,0.4320000000000003,-0.2,0.4320000000000003,-0.253895118075244,0.4320000000000003,-0.1673757605025128,0.4320000000000003,9.414043034427465,0.4320000000000003,19.61020152215886,0.4320000000000003,9.252803893791282e-05,0.4320000000000003,-1.134578495050907e-13,0.4320000000000003,-9.828724874085623e-06,0.4320000000000003,-2.81414093274791e-14,0.4320000000000003,-4.779196009646717e-15,0.4320000000000003,-8.795341219517533e-15,0.4320000000000003,4.718362472377414e-06
0.4400000000000003,-0.4400000000000004,0.4400000000000003,-0.2,0.4400000000000003,-0.253895118075244,0.4400000000000003,-0.1734481249343078,0.4400000000000003,9.016312864747103,0.4400000000000003,16.52191358565744,0.4400000000000003,9.539769827177849e-05,0.4400000000000003,-1.141322247128089e-13,0.4400000000000003,-1.058056654677982e-05,0.4400000000000003,-2.82135327530438e-14,0.4400000000000003,-4.965442925948142e-15,0.4400000000000003,-8.852443648222698e-15,0.4400000000000003,5.774010242650862e-06
0.4480000000000003,-0.4480000000000004,0.4480000000000003,-0.2,0.4480000000000003,-0.253895118075244,0.4480000000000003,-0.1795558184097722,0.4480000000000003,8.634828656467528,0.4480000000000003,13.94407905108793,0.4480000000000003,9.804400315302409e-05,0.4480000000000003,-1.1475020375995e-13,0.4480000000000003,-1.135448160628441e-05,0.4480000000000003,-2.827674208374636e-14,0.4480000000000003,-5.169058325682158e-15,0.4480000000000003,-8.913457567053978e-15,0.4480000000000003,7.031228293658775e-06
0.4560000000000003,-0.4560000000000004,0.4560000000000003,-0.2,0.4560000000000003,-0.253895118075244,0.4560000000000003,-0.1856954840029285,0.4560000000000003,8.268717362038032,0.4560000000000003,11.80274187894044,0.4560000000000003,0.0001004535652627108,0.4560000000000003,-1.153176951116962e-13,0.4560000000000003,-1.214862727369782e-05,0.4560000000000003,-2.83320061899308e-14,0.4560000000000003,-5.391471734829111e-15,0.4560000000000003,-8.978638861602185e-15,0.4560000000000003,8.511036358589645e-06
0.4640000000000004,-0.4640000000000004,0.4640000000000004,-0.2,0.4640000000000004,-0.253895118075244,0.4640000000000004,-0.1918642802091818,0.4640000000000004,7.917328165226363,0.4640000000000004,10.03046039943155,0.4640000000000004,0.0001026170376106909,0.4640000000000004,-1.158394383234368e-13,0.4640000000000004,-1.296106912198326e-05,0.4640000000000004,-2.838010546423368e-14,0.4640000000000004,-5.634191695911013e-15,0.4640000000000004,-9.048245575855477e-15,0.4640000000000004,1.02305411241648e-05
0.4720000000000004,-0.4720000000000004,0.4720000000000004,-0.2,0.4720000000000004,-0.253895118075244,0.4720000000000004,-0.1980598200567557,0.4720000000000004,7.580233379839249,0.4720000000000004,8.567038186824288,0.4720000000000004,0.000104530033315048,0.4720000000000004,-1.163192144438286e-13,0.4720000000000004,-1.378981728890881e-05,0.4720000000000004,-2.842166943013148e-14,0.4720000000000004,-5.898799531327057e-15,0.4720000000000004,-9.122535617913937e-15,0.4720000000000004,1.22014202616501e-05
0.4800000000000004,-0.4800000000000004,0.4800000000000004,-0.2,0.4800000000000004,-0.253895118075244,0.4800000000000004,-0.2042801146078475,0.4800000000000004,7.257199246644331,0.4800000000000004,7.359797518455239,0.4800000000000004,0.0001061936426436351,0.4800000000000004,-1.167600172858164e-13,0.4800000000000004,-1.463286855365747e-05,0.4800000000000004,-2.845720721053046e-14,0.4800000000000004,-6.1869403444405e-15,0.4800000000000004,-9.201763860004575e-15,0.4800000000000004,1.442888100893355e-05
0.4880000000000004,-0.4880000000000004,0.4880000000000004,-0.2,0.4880000000000004,-0.253895118075244,0.4880000000000004,-0.210523521232337,0.4880000000000004,6.94813262094292,0.4880000000000004,6.363465248742444,0.4880000000000004,0.000107614418343098,0.4880000000000004,-1.171641930326711e-13,0.4880000000000004,-1.548825047163509e-05,0.4880000000000004,-2.848713226408891e-14,0.4880000000000004,-6.500310849464313e-15,0.4880000000000004,-9.286178602083035e-15,0.4880000000000004,1.691129190410286e-05
0.4960000000000004,-0.4960000000000004,0.4960000000000004,-0.2,0.4960000000000004,-0.253895118075244,0.4960000000000004,-0.2167886967847275,0.4960000000000004,6.653014567431691,0.4960000000000004,5.539757092172591,0.4960000000000004,0.0001088038206555466,0.4960000000000004,-1.175335546021547e-13,0.4960000000000004,-1.635406319240099e-05,0.4960000000000004,-2.851178256223037e-14,0.4960000000000004,-6.840643649441182e-15,0.4960000000000004,-9.376017384893646e-15,0.4960000000000004,1.964053998130732e-05
0.5040000000000003,-0.5040000000000003,0.5040000000000003,-0.2,0.5040000000000003,-0.253895118075244,0.5040000000000003,-0.2230745556299339,0.5040000000000003,6.371833776121852,0.5040000000000003,4.856753471305803,0.5040000000000003,0.0001097772338866508,0.5040000000000003,-1.178694761754066e-13,0.5040000000000003,-1.722851501528857e-05,0.5040000000000003,-2.853143716373084e-14,0.5040000000000003,-7.209687641443061e-15,0.5040000000000003,-9.471502161011301e-15,0.5040000000000003,2.26030072424359e-05
0.5120000000000003,-0.5120000000000003,0.5120000000000003,-0.2,0.5120000000000003,-0.253895118075244,0.5120000000000003,-0.2293802323331063,0.5120000000000003,6.104530941395319,0.5120000000000003,4.288157024642431,0.5120000000000003,0.0001105527439023407,0.5120000000000003,-1.181729723654354e-13,0.5120000000000003,-1.81099489811499e-05,0.5120000000000003,-2.854632995294105e-14,0.5120000000000003,-7.609184325951897e-15,0.5120000000000003,-9.572833861723271e-15,0.5120000000000003,2.578094581589141e-05
0.5200000000000004,-0.5200000000000004,0.5200000000000004,-0.2,0.5200000000000004,-0.253895118075244,0.5200000000000004,-0.2357050487421407,0.5200000000000004,5.850960873962755,0.5200000000000004,3.812509766829691,0.5200000000000004,0.0001111498811742414,0.5200000000000004,-1.184447656714966e-13,0.5200000000000004,-1.899685941655146e-05,0.5200000000000004,-2.855666114313366e-14,0.5200000000000004,-8.040839938426095e-15,0.5200000000000004,-9.680186433669865e-15,0.5200000000000004,2.915399250679654e-05
0.5280000000000004,-0.5280000000000004,0.5280000000000004,-0.2,0.5280000000000004,-0.253895118075244,0.5280000000000004,-0.2420484851392138,0.5280000000000004,5.61087405141958,0.5280000000000004,3.412429979252012,0.5280000000000004,0.0001115884956428393,0.5280000000000004,-1.186853451376935e-13,0.5280000000000004,-1.988789885860508e-05,0.5280000000000004,-2.856260700648212e-14,0.5280000000000004,-8.506293508113399e-15,0.5280000000000004,-9.7937004612359e-15,0.5280000000000004,3.270059644338811e-05
0.5360000000000004,-0.5360000000000004,0.5360000000000004,-0.2,0.5360000000000004,-0.253895118075244,0.5360000000000004,-0.2484101551111369,0.5360000000000004,5.383915244318374,0.5360000000000004,3.073909198319442,0.5360000000000004,0.0001118878636502462,0.5360000000000004,-1.188950184950203e-13,0.5360000000000004,-2.078187686339963e-05,0.5360000000000004,-2.856432817417154e-14,0.5360000000000004,-9.007081181310637e-15,0.5360000000000004,-9.913476537131655e-15,0.5360000000000004,3.639920909551173e-05
0.5440000000000004,-0.5440000000000004,0.5440000000000004,-0.2,0.5440000000000004,-0.253895118075244,0.5440000000000004,-0.2547897837805289,0.5440000000000004,5.169634599298368,0.5440000000000004,2.785691610346905,0.5440000000000004,0.0001120660605452701,0.5440000000000004,-1.190739595013924e-13,0.5440000000000004,-2.16777527294931e-05,0.5440000000000004,-2.856197675150636e-14,0.5440000000000004,-9.544597417477196e-15,0.5440000000000004,-1.003956859172852e-14,0.5440000000000004,4.022916970745172e-05
0.5520000000000004,-0.5520000000000004,0.5520000000000004,-0.2,0.5520000000000004,-0.253895118075244,0.5520000000000004,-0.2611871890459846,0.5520000000000004,4.967506056150637,0.5520000000000004,2.53874384659058,0.5520000000000004,0.0001121395825398898,0.5520000000000004,-1.192222516912575e-13,0.5520000000000004,-2.257462422238773e-05,0.5520000000000004,-2.855570241150193e-14,0.5520000000000004,-1.012005396464151e-14,0.5520000000000004,-1.017197743774325e-14,0.5520000000000004,4.417128679228046e-05
0.5600000000000004,-0.5600000000000004,0.5600000000000004,-0.2,0.5600000000000004,-0.253895118075244,0.5600000000000004,-0.26760226549452,0.5600000000000004,4.776948657187553,0.5600000000000004,2.325813257310978,0.5600000000000004,0.0001121231732841595,0.5600000000000004,-1.193399292965465e-13,0.5600000000000004,-2.347171412771955e-05,0.5600000000000004,-2.854565756487653e-14,0.5600000000000004,-1.073443782635216e-14,0.5600000000000004,-1.031064482606949e-14,0.5600000000000004,4.820815812779069e-05
0.5680000000000004,-0.5680000000000004,0.5680000000000004,-0.2,0.5680000000000004,-0.253895118075244,0.5680000000000004,-0.2740349706705925,0.5680000000000004,4.597347522716625,0.5680000000000004,2.141066848316313,0.5680000000000004,0.0001120298013507862,0.5680000000000004,-1.194270157006046e-13,0.5680000000000004,-2.436835605691209e-05,0.5680000000000004,-2.853200165378355e-14,0.5680000000000004,-1.138846972043945e-14,0.5680000000000004,-1.04554483355772e-14,0.5680000000000004,5.232428937885987e-05
0.5760000000000004,-0.5760000000000004,0.5760000000000004,-0.2,0.5760000000000004,-0.253895118075244,0.5760000000000004,-0.280485313410492,0.5760000000000004,4.428072523793918,0.5760000000000004,1.97980028836401,0.5760000000000004,0.0001118707379153801,0.5760000000000004,-1.194835594384291e-13,0.5760000000000004,-2.5263980504922e-05,0.5760000000000004,-2.851490458067477e-14,0.5760000000000004,-1.208256476941187e-14,0.5760000000000004,-1.060619742909674e-14,0.5760000000000004,5.650607213913655e-05
0.5840000000000004,-0.5840000000000004,0.5840000000000004,-0.2,0.5840000000000004,-0.253895118075244,0.5840000000000004,-0.2869533439768291,0.5840000000000004,4.268493716107732,0.5840000000000004,1.838205742222655,0.5840000000000004,0.0001116556931090574,0.5840000000000004,-1.195096674667325e-13,0.5840000000000004,-2.615810178842135e-05,0.5840000000000004,-2.849454926218009e-14,0.5840000000000004,-1.281679732045145e-14,0.5840000000000004,-1.076263099477688e-14,0.5840000000000004,6.074167354849495e-05
0.5920000000000004,-0.5920000000000004,0.5920000000000004,-0.2,0.5920000000000004,-0.253895118075244,0.5920000000000004,-0.2934391457539985,0.5920000000000004,4.117993322401216,0.5920000000000004,1.713187892554452,0.5920000000000004,0.0001113929803158017,0.5920000000000004,-1.195055352058269e-13,0.5920000000000004,-2.705030620374324e-05,0.5920000000000004,-2.847113329047642e-14,0.5920000000000004,-1.359087183842392e-14,0.5920000000000004,-1.092441665324897e-14,0.5920000000000004,6.502087762814449e-05
0.6000000000000004,-0.6000000000000004,0.6000000000000004,-0.2,0.6000000000000004,-0.253895118075244,0.6000000000000004,-0.2999428282912612,0.6000000000000004,3.975974488278982,0.6000000000000004,1.60221875045089,0.6000000000000004,0.0001110896875540486,0.6000000000000004,-1.194714727126046e-13,0.6000000000000004,-2.794024153868533e-05,0.6000000000000004,-2.844486969046525e-14,0.6000000000000004,-1.440410172334233e-14,0.6000000000000004,-1.10911520455575e-14,0.6000000000000004,6.933490668660955e-05
0.6080000000000004,-0.6080000000000004,0.6080000000000004,-0.2,0.6080000000000004,-0.253895118075244,0.6080000000000004,-0.3064645215037873,0.6080000000000004,3.841867254756209,0.6080000000000004,1.503223305603761,0.6080000000000004,0.0001107518429713227,0.6080000000000004,-1.194079262884664e-13,0.6080000000000004,-2.882760793838609e-05,0.6080000000000004,-2.841598677859767e-14,0.6080000000000004,-1.525539766104675e-14,0.6080000000000004,-1.126236822661124e-14,0.6080000000000004,7.367624128661297e-05
0.6160000000000004,-0.6160000000000004,0.6160000000000004,-0.2,0.6160000000000004,-0.253895118075244,0.6160000000000004,-0.313004370865118,0.6160000000000004,3.715132263022616,0.6160000000000004,1.414489492400844,0.6160000000000004,0.0001103845672400322,0.6160000000000004,-1.193154948616681e-13,0.6160000000000004,-2.971215004612866e-05,0.6160000000000004,-2.838472715590179e-14,0.6160000000000004,-1.614326672476847e-14,0.6160000000000004,-1.143753517918686e-14,0.6160000000000004,7.803844979623998e-05
0.6240000000000004,-0.6240000000000004,0.6240000000000004,-0.2,0.6240000000000004,-0.253895118075244,0.6240000000000004,-0.3195625334447284,0.6240000000000004,3.595262692633647,0.6240000000000004,1.334597227543227,0.6240000000000004,0.0001099922095512564,0.6240000000000004,-1.191949406069771e-13,0.6240000000000004,-3.059365029896864e-05,0.6240000000000004,-2.835134590035305e-14,0.6240000000000004,-1.706582292579654e-14,0.6240000000000004,-1.161606934252437e-14,0.6240000000000004,8.241603330297178e-05
0.6320000000000005,-0.6320000000000005,0.6320000000000005,-0.2,0.6320000000000005,-0.253895118075244,0.6320000000000005,-0.3261391746634858,0.6320000000000005,3.481784876534474,0.6320000000000005,1.262362362864417,0.6320000000000005,0.000109578466380698,0.6320000000000005,-1.190471934652621e-13,0.6320000000000005,-3.147192324238801e-05,0.6320000000000005,-2.831610805822692e-14,0.6320000000000005,-1.802080930107927e-14,0.6320000000000005,-1.179734292778704e-14,0.6320000000000005,8.680428821725504e-05
0.6400000000000005,-0.6400000000000005,0.6400000000000005,-0.2,0.6400000000000005,-0.253895118075244,0.6400000000000005,-0.33273446565637,0.6400000000000005,3.374257962325636,0.6400000000000005,1.196792290857773,0.6400000000000005,0.0001091464836545194,0.6400000000000005,-1.188733494821447e-13,0.6400000000000005,-3.234681072794796e-05,0.6400000000000005,-2.827928556629407e-14,0.6400000000000005,-1.90056309756173e-14,0.6400000000000005,-1.198069468161658e-14,0.6400000000000005,9.119918676639473e-05
0.6480000000000005,-0.6480000000000005,0.6480000000000005,-0.2,0.6480000000000005,-0.253895118075244,0.6480000000000005,-0.3393485811470696,0.6480000000000005,3.272272914692801,0.6480000000000005,1.137050657765216,0.6480000000000005,0.0001086989437074528,0.6480000000000005,-1.186746631721594e-13,0.6480000000000005,-3.321817786636345e-05,0.6480000000000005,-2.824115376272748e-14,0.6480000000000005,-2.001739800712539e-14,0.6480000000000005,-1.216544166965471e-14,0.6480000000000005,9.559727437394215e-05
0.6560000000000005,-0.6560000000000005,0.6560000000000005,-0.2,0.6560000000000005,-0.253895118075244,0.6560000000000005,-0.3459816977523228,0.6560000000000005,3.175451086824371,0.6560000000000005,1.08242920578235,0.6560000000000005,0.0001082381387516156,0.6560000000000005,-1.184525344035547e-13,0.6560000000000005,-3.408590962109677e-05,0.6560000000000005,-2.82019876612188e-14,0.6560000000000005,-2.10529762688174e-14,0.6560000000000005,-1.235089159307538e-14,0.6560000000000005,9.999558231929274e-05
0.6640000000000005,-0.6640000000000005,0.6640000000000005,-0.2,0.6640000000000005,-0.253895118075244,0.6640000000000005,-0.3526339926452783,0.6640000000000005,3.083442532005208,0.6640000000000005,1.032325208918655,0.6640000000000005,0.0001077660326369919,0.6640000000000005,-1.182084905597204e-13,0.6640000000000005,-3.494990794169295e-05,0.6640000000000005,-2.81620581680544e-14,0.6640000000000005,-2.210904420426932e-14,0.6640000000000005,-1.253635512833818e-14,0.6640000000000005,0.000104391553849465
0.6720000000000005,-0.6720000000000005,0.6720000000000005,-0.2,0.6720000000000005,-0.253895118075244,0.6720000000000005,-0.3593056425179362,0.6720000000000005,2.995924180790381,0.6720000000000005,0.9862233109622458,0.6720000000000005,0.0001072843126000344,0.6720000000000005,-1.179441649410664e-13,0.6720000000000005,-3.581008935006458e-05,0.6720000000000005,-2.812162841520236e-14,0.6720000000000005,-2.318215303195749e-14,0.6720000000000005,-1.272115779486581e-14,0.6720000000000005,0.0001087829819144697
0.6800000000000005,-0.6800000000000005,0.6800000000000005,-0.2,0.6800000000000005,-0.253895118075244,0.6800000000000005,-0.3659968227910447,0.6800000000000005,2.912597973289217,0.6800000000000005,0.9436808399034774,0.6800000000000005,0.0001067944325394947,0.6800000000000005,-1.176612725079822e-13,0.6800000000000005,-3.666638290590331e-05,0.6800000000000005,-2.808095036466106e-14,0.6800000000000005,-2.426878790250725e-14,0.6800000000000005,-1.290465090429875e-14,0.6800000000000005,0.0001131679568172837
0.6880000000000005,-0.6880000000000005,0.6880000000000005,-0.2,0.6880000000000005,-0.253895118075244,0.6880000000000005,-0.3727077070281233,0.6880000000000005,2.833189008648355,0.6880000000000005,0.904315878341398,0.6880000000000005,0.0001062976491733546,0.6880000000000005,-1.17361584122322e-13,0.6880000000000005,-3.751872848897925e-05,0.6880000000000005,-2.804026181249071e-14,0.6880000000000005,-2.536542761444414e-14,0.6880000000000005,-1.308622122191745e-14,0.6880000000000005,0.0001175448222454245
0.6960000000000005,-0.6960000000000005,0.6960000000000005,-0.2,0.6960000000000005,-0.253895118075244,0.6960000000000005,-0.3794384665164644,0.6960000000000005,2.757443753247729,0.6960000000000005,0.8677975276274899,0.6960000000000005,0.0001057950522435861,0.6960000000000005,-1.170469004222206e-13,0.6960000000000005,-3.836707534616484e-05,0.6960000000000005,-2.799978388801577e-14,0.6960000000000005,-2.64686007512529e-14,0.6960000000000005,-1.326529906679034e-14,0.6960000000000005,0.0001219121383450168
0.7040000000000005,-0.7040000000000005,0.7040000000000005,-0.2,0.7040000000000005,-0.253895118075244,0.7040000000000005,-0.3861892699841228,0.7040000000000005,2.685128333967381,0.7040000000000005,0.8338379256137742,0.7040000000000005,0.0001052875897601355,0.7040000000000005,-1.167190263719215e-13,0.7040000000000005,-3.92113808596433e-05,0.7040000000000005,-2.795971910794782e-14,0.7040000000000005,-2.757493647689337e-14,0.7040000000000005,-1.344136468214633e-14,0.7040000000000005,0.0001262686506884837
0.7120000000000005,-0.7120000000000005,0.7120000000000005,-0.2,0.7120000000000005,-0.253895118075244,0.7120000000000005,-0.3929602834266872,0.7120000000000005,2.61602693191005,0.7120000000000005,0.8021856722619745,0.7120000000000005,0.0001047760891184018,0.7120000000000005,-1.163797473799388e-13,0.7120000000000005,-4.005160950005135e-05,0.7120000000000005,-2.792025000985632e-14,0.7120000000000005,-2.868120867406632e-14,0.7120000000000005,-1.361395281160811e-14,0.7120000000000005,0.0001306132641623453
0.7200000000000005,-0.7200000000000005,0.7200000000000005,-0.2,0.7200000000000005,-0.253895118075244,0.7200000000000005,-0.3997516700218886,0.7200000000000005,2.549940284163223,0.7200000000000005,0.7726203904966431,0.7200000000000005,0.0001042612747875661,0.7200000000000005,-1.160308076940776e-13,0.7200000000000005,-4.088773193441863e-05,0.7200000000000005,-2.788153835725708e-14,0.7200000000000005,-2.978437258376266e-14,0.7200000000000005,-1.378265551191793e-14,0.7200000000000005,0.0001349450209572473
0.7280000000000005,-0.7280000000000005,0.7280000000000005,-0.2,0.7280000000000005,-0.253895118075244,0.7280000000000005,-0.406563590113714,0.7280000000000005,2.486684295753549,0.7280000000000005,0.7449482064965478,0.7280000000000005,0.0001037437831500434,0.7280000000000005,-1.156738915801198e-13,0.7280000000000005,-4.171972426386307e-05,0.7280000000000005,-2.784372488162013e-14,0.7280000000000005,-3.088159356470115e-14,0.7280000000000005,-1.394712331249234e-14,0.7280000000000005,0.0001392630819771283
0.7360000000000005,-0.7360000000000005,0.7360000000000005,-0.2,0.7360000000000005,-0.253895118075244,0.7360000000000005,-0.4133962012507444,0.7360000000000005,2.426088760264857,0.7360000000000005,0.7189979778955649,0.7360000000000005,0.0001032241749734747,0.7360000000000005,-1.153106075902381e-13,0.7360000000000005,-4.254756737023795e-05,0.7360000000000005,-2.780692950601362e-14,0.7360000000000005,-3.197026800428147e-14,0.7360000000000005,-1.410706489292206e-14,0.7360000000000005,0.0001435667110992461
0.7440000000000005,-0.7440000000000005,0.7440000000000005,-0.2,0.7440000000000005,-0.253895118075244,0.7440000000000005,-0.4202496582662522,0.7440000000000005,2.367996185184888,0.7440000000000005,0.6946181329923462,0.7440000000000005,0.0001027029459139507,0.7440000000000005,-1.149424760419361e-13,0.7440000000000005,-4.337124635443681e-05,0.7440000000000005,-2.777125198128238e-14,0.7440000000000005,-3.304803675620462e-14,0.7440000000000005,-1.426224549018498e-14,0.7440000000000005,0.0001478552618134464
0.7520000000000006,-0.7520000000000006,0.7520000000000006,-0.2,0.7520000000000006,-0.253895118075244,0.7520000000000006,-0.4271241133895425,0.7520000000000006,2.312260716558522,0.7520000000000006,0.67167401124952,0.7520000000000006,0.0001021805353803508,0.7520000000000006,-1.145709196688603e-13,0.7520000000000006,-4.419075005196657e-05,0.7520000000000006,-2.773677285831611e-14,0.7520000000000006,-3.411279174220532e-14,0.7520000000000006,-1.441248426871578e-14,0.7520000000000006,0.0001521281658497752
0.7600000000000006,-0.7600000000000006,0.7600000000000006,-0.2,0.7600000000000006,-0.253895118075244,0.7600000000000006,-0.4340197163801041,0.7600000000000006,2.25874715669053,0.7600000000000006,0.6500456167808302,0.7600000000000006,0.00010165733403268,0.7600000000000006,-1.141972572770932e-13,0.7600000000000006,-4.500607061380552e-05,0.7600000000000006,-2.770355471829678e-14,0.7600000000000006,-3.516267653419982e-14,0.7600000000000006,-1.455765089092682e-14,0.7600000000000006,0.0001563849234706168
0.7680000000000006,-0.7680000000000006,0.7680000000000006,-0.2,0.7680000000000006,-0.253895118075244,0.7680000000000006,-0.4409366146775059,0.7680000000000006,2.207330068262845,0.7680000000000006,0.6296257134669161,0.7680000000000006,0.0001011336901401871,0.7680000000000006,-1.138227001464735e-13,0.7680000000000006,-4.581720314254753e-05,0.7680000000000006,-2.767164358573505e-14,0.7680000000000006,-3.619608183389783e-14,0.7680000000000006,-1.469766151656072e-14,0.7680000000000006,0.0001606250951590166
0.7760000000000006,-0.7760000000000006,0.7760000000000006,-0.2,0.7760000000000006,-0.253895118075244,0.7760000000000006,-0.4478749535616706,0.7760000000000006,2.157892958165889,0.7760000000000006,0.6103182037954026,0.7760000000000006,0.0001006099149862001,0.7760000000000006,-1.134483508549012e-13,0.7760000000000006,-4.662414537548581e-05,0.7760000000000006,-2.764107045540269e-14,0.7760000000000006,-3.721163680001529e-14,0.7760000000000006,-1.48324744399894e-14,0.7760000000000006,0.000164848294480706
0.7840000000000006,-0.7840000000000006,0.7840000000000006,-0.2,0.7840000000000006,-0.253895118075244,0.7840000000000006,-0.4548348763187836,0.7840000000000006,2.110327534487124,0.7840000000000006,0.5920367442493222,0.7840000000000006,0.0001000862874745871,0.7840000000000006,-1.130752041709769e-13,0.7840000000000006,-4.742689740764497e-05,0.7840000000000006,-2.761185287275748e-14,0.7840000000000006,-3.820819715188785e-14,0.7840000000000006,-1.4962085548785e-14,0.7840000000000006,0.0001690541819350965
0.7920000000000006,-0.7920000000000006,0.7920000000000006,-0.2,0.7920000000000006,-0.253895118075244,0.7920000000000006,-0.4618165244094211,0.7920000000000006,2.064533030376509,0.7920000000000006,0.5747035586557531,0.7920000000000006,9.956305806635893e-05,0.7920000000000006,-1.127041496519241e-13,0.7920000000000006,-4.822546144890806e-05,0.7920000000000006,-2.758399651709319e-14,0.7920000000000006,-3.918483091661008e-14,0.7920000000000006,-1.508652375771468e-14,0.7920000000000006,0.000173242459641697
0.8,-0.8,0.8,-0.2,0.8,-0.253895118075244,0.8,-0.4688200376360668,0.8,2.020415588865926,0.8,0.5582484178085412,0.8,9.904045215316465e-05,0.8,-1.123359755942048e-13,0.8,-4.901984161031752e-05,0.8,-2.755749674656705e-14,0.8,-4.014080259818741e-14,0.8,-1.520584654232378e-14,0.8,0.0001774128667340566
